	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Prl8a9	0	NA	NA	NA	NA	NA
Prlh	0	NA	NA	NA	NA	NA
Prlhr	0	NA	NA	NA	NA	NA
Prlr	0	NA	NA	NA	NA	NA
Prm1	0.324914239	-0.075981293	0.446377716	-0.170217487	0.8648391	NA
Prm2	0	NA	NA	NA	NA	NA
Prm3	0	NA	NA	NA	NA	NA
Prmt1	1.89442491	1.651866007	0.683426296	2.417036069	0.015647466	NA
Prmt10	18.23906514	-0.5276865	0.455641099	-1.158118749	0.24681558	NA
Prmt2	5.938944347	0.170146854	0.681612497	0.249624023	0.802878119	NA
Prmt3	5.250943279	0.037626133	0.61485976	0.061194658	0.951204184	NA
Prmt6	3.060823292	0.570946853	0.697034749	0.819108162	0.412724705	NA
Prmt7	50.48090437	-0.477832996	0.424290537	-1.126192912	0.260083873	NA
Prmt8	0	NA	NA	NA	NA	NA
Prnd	0	NA	NA	NA	NA	NA
Prnp	3.124370625	1.365412549	0.697664881	1.957118074	0.050333588	NA
Proc	0	NA	NA	NA	NA	NA
Proca1	0	NA	NA	NA	NA	NA
Procr	0	NA	NA	NA	NA	NA
Prodh	6.289667691	1.460031487	0.644977963	2.263692049	0.023593062	NA
Prodh2	0	NA	NA	NA	NA	NA
Prok1	0	NA	NA	NA	NA	NA
Prok2	0	NA	NA	NA	NA	NA
Prokr1	0	NA	NA	NA	NA	NA
Prokr2	0	NA	NA	NA	NA	NA
Prol1	0	NA	NA	NA	NA	NA
Prom1	0	NA	NA	NA	NA	NA
Prom2	0	NA	NA	NA	NA	NA
Prop1	0	NA	NA	NA	NA	NA
Pros1	0	NA	NA	NA	NA	NA
Prosc	31.74881887	-0.255128568	0.333428718	-0.765166748	0.444172257	NA
Prox1	0	NA	NA	NA	NA	NA
Prox2	0	NA	NA	NA	NA	NA
Proz	0.935136157	-0.030410687	0.63177193	-0.048135546	0.961608218	NA
Prp2	0	NA	NA	NA	NA	NA
Prpf18	12.6485898	-0.574622053	0.494463929	-1.162111165	0.245190313	NA
Prpf19	7.029097665	0.614700491	0.584448757	1.051761139	0.292909153	NA
Prpf3	23.15714848	-0.159414718	0.38304338	-0.41617928	0.677278821	NA
Prpf31	47.34815999	-0.271255599	0.330655533	-0.820357054	0.41201259	NA
Prpf39	3.002964736	-0.325757641	0.673371279	-0.483771215	0.628548246	NA
Prpf4	42.97385181	-0.035104619	0.374690717	-0.093689588	0.925355741	NA
Prpf40a	23.14306157	0.460604674	0.438972685	1.049278669	0.294049881	NA
Prpf40b	0.332895016	-0.401620882	0.467713149	-0.858690594	0.390511241	NA
Prpf4b	8.945118931	-0.127756574	0.568804457	-0.224605438	0.822286234	NA
Prpf6	41.60526716	0.008897354	0.291209701	0.030553084	0.975625958	NA
Prpf8	40.21864178	-0.860813388	0.31746521	-2.711520382	0.006697542	NA
Prph	0	NA	NA	NA	NA	NA
Prph2	0	NA	NA	NA	NA	NA
Prpmp5	0	NA	NA	NA	NA	NA
Prps1	54.59457714	0.662002433	0.339205935	1.95162397	0.050982865	NA
Prps1l1	0	NA	NA	NA	NA	NA
Prr11	3.270326013	0.474922004	0.692305668	0.686000456	0.492712821	NA
Prr12	0.986320649	0.36952245	0.671592246	0.550218458	0.582169545	NA
Prr14	24.72993658	0.268829787	0.396852142	0.677405409	0.498148767	NA
Prr15	0	NA	NA	NA	NA	NA
Prr15l	0	NA	NA	NA	NA	NA
Prr16	0	NA	NA	NA	NA	NA
Prr18	0	NA	NA	NA	NA	NA
Prr19	0	NA	NA	NA	NA	NA
Prr23a	0	NA	NA	NA	NA	NA
Prr24	7.676190754	-0.169112667	0.589174837	-0.287033077	0.774086993	NA
Prr3	25.45254341	-0.471519391	0.390380534	-1.20784555	0.227106677	NA
Prr5	50.40278839	-0.4821785	0.349663967	-1.378976803	0.167901906	NA
Prr5l	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
Prr7	0.339645553	-0.339201694	0.436124346	-0.777763721	0.436708319	NA
Prr9	0	NA	NA	NA	NA	NA
Prrc1	28.70909286	-0.226073606	0.396836322	-0.569689802	0.568888108	NA
Prrg1	0	NA	NA	NA	NA	NA
Prrg2	0.625957723	-0.042501632	0.591539976	-0.07184913	0.942721974	NA
Prrg3	0	NA	NA	NA	NA	NA
Prrg4	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Prrt1	0	NA	NA	NA	NA	NA
Prrt2	0	NA	NA	NA	NA	NA
Prrt3	0	NA	NA	NA	NA	NA
Prrt4	0	NA	NA	NA	NA	NA
Prrx1	0	NA	NA	NA	NA	NA
Prrx2	0	NA	NA	NA	NA	NA
Prrxl1	0	NA	NA	NA	NA	NA
Prss1	0	NA	NA	NA	NA	NA
Prss12	0	NA	NA	NA	NA	NA
Prss16	3.246289243	0.325035149	0.694271155	0.46816744	0.639664855	NA
Prss2	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Prss21	0	NA	NA	NA	NA	NA
Prss22	0	NA	NA	NA	NA	NA
Prss23	0	NA	NA	NA	NA	NA
Prss27	0	NA	NA	NA	NA	NA
Prss28	0	NA	NA	NA	NA	NA
Prss29	0	NA	NA	NA	NA	NA
Prss3	0	NA	NA	NA	NA	NA
Prss32	0	NA	NA	NA	NA	NA
Prss33	0	NA	NA	NA	NA	NA
Prss34	0	NA	NA	NA	NA	NA
Prss35	0	NA	NA	NA	NA	NA
Prss36	0.506426187	0.046408571	0.506759797	0.09157903	0.927032513	NA
Prss37	0	NA	NA	NA	NA	NA
Prss38	0	NA	NA	NA	NA	NA
Prss39	0.801324771	0.823750891	0.588540579	1.399650118	0.161618118	NA
Prss40	0	NA	NA	NA	NA	NA
Prss41	0	NA	NA	NA	NA	NA
Prss42	0	NA	NA	NA	NA	NA
Prss43	0	NA	NA	NA	NA	NA
Prss44	0	NA	NA	NA	NA	NA
Prss45	0	NA	NA	NA	NA	NA
Prss46	0	NA	NA	NA	NA	NA
Prss47	0	NA	NA	NA	NA	NA
Prss48	0	NA	NA	NA	NA	NA
Prss50	0	NA	NA	NA	NA	NA
Prss52	0	NA	NA	NA	NA	NA
Prss7	0	NA	NA	NA	NA	NA
Prss8	0	NA	NA	NA	NA	NA
Prssl1	0	NA	NA	NA	NA	NA
Prtg	0	NA	NA	NA	NA	NA
Prtn3	0	NA	NA	NA	NA	NA
Prune	3.036330289	-0.588195606	0.69902262	-0.841454324	0.400093463	NA
Prune2	0	NA	NA	NA	NA	NA
Prx	0	NA	NA	NA	NA	NA
Psap	30.19222697	0.0201319	0.431598025	0.046645024	0.962796147	NA
Psapl1	0	NA	NA	NA	NA	NA
Psca	0	NA	NA	NA	NA	NA
Psd	9.359909855	0.224934882	0.539836351	0.416672352	0.67691808	NA
Psd2	0.367745085	-0.361254473	0.447203752	-0.807807338	0.4192015	NA
Psd3	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
Psen1	50.69962435	0.088723288	0.324993301	0.273000361	0.784852938	NA
Psenen	33.30429515	0.493511618	0.357615464	1.380006369	0.167584684	NA
Psg-ps1	0	NA	NA	NA	NA	NA
Psg16	0	NA	NA	NA	NA	NA
Psg17	0	NA	NA	NA	NA	NA
Psg18	0	NA	NA	NA	NA	NA
Psg19	0	NA	NA	NA	NA	NA
Psg20	0	NA	NA	NA	NA	NA
Psg21	0	NA	NA	NA	NA	NA
Psg22	0	NA	NA	NA	NA	NA
Psg23	2.087903293	-0.433519174	0.693265649	-0.625329085	0.531755094	NA
Psg25	0	NA	NA	NA	NA	NA
Psg26	0	NA	NA	NA	NA	NA
Psg27	0	NA	NA	NA	NA	NA
Psg28	0	NA	NA	NA	NA	NA
Psg29	0	NA	NA	NA	NA	NA
Pskh1	10.43306423	-0.294527844	0.526480982	-0.559427319	0.575870121	NA
Psma8	0	NA	NA	NA	NA	NA
Psmb11	0.279995818	0.298928362	0.408095699	0.732495743	0.46386604	NA
Psmb9	39.81883148	0.419295909	0.30170513	1.389753994	0.164603593	NA
Psmc3ip	10.04831721	0.00375494	0.549044768	0.006839041	0.994543277	NA
Psmd10	21.36036707	-0.097583482	0.433395122	-0.225160545	0.821854382	NA
Psmd5	30.27385702	-0.302008867	0.341857743	-0.883434331	0.377001649	NA
Psmd9	17.62407052	-0.237238734	0.474269164	-0.500219606	0.616920455	NA
Psme4	15.18296795	-0.306343692	0.483128053	-0.634083842	0.526026107	NA
Psmg1	8.375000652	0.394743051	0.536673151	0.735537172	0.46201241	NA
Psmg2	23.86563846	0.819126029	0.421201948	1.944734666	0.051806921	NA
Psmg3	10.80572353	-0.355718794	0.554034279	-0.642051959	0.520839447	NA
Psmg4	12.15727719	0.37909117	0.484446383	0.782524512	0.433906385	NA
Psors1c2	0	NA	NA	NA	NA	NA
Psp	0	NA	NA	NA	NA	NA
Pspc1	23.09767952	0.761433105	0.383691776	1.984491599	0.047201064	NA
Pspn	0	NA	NA	NA	NA	NA
Psrc1	21.8809108	-0.070060653	0.446671814	-0.1568504	0.875362751	NA
Pstk	8.641797804	-0.607978509	0.564584667	-1.07685976	0.281542923	NA
Pstpip1	7.431873116	0.033128324	0.651272583	0.050867064	0.95943145	NA
Pstpip2	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Ptafr	0	NA	NA	NA	NA	NA
Ptar1	2.339987484	0.244052567	0.697602312	0.349844837	0.726455148	NA
Ptbp2	4.496078586	-0.797429868	0.649921815	-1.226962768	0.219836585	NA
Ptcd1	9.11837575	-1.358526358	0.602718093	-2.25399963	0.024196191	NA
Ptcd2	50.45797162	-0.281989338	0.302039544	-0.933617283	0.350501347	NA
Ptcd3	18.85373892	-0.101853314	0.424195536	-0.240109349	0.810245487	NA
Ptch1	0.348360139	0.3563877	0.438446134	0.812842612	0.416308301	NA
Ptch2	0	NA	NA	NA	NA	NA
Ptchd1	0	NA	NA	NA	NA	NA
Ptchd2	0	NA	NA	NA	NA	NA
Ptchd3	0	NA	NA	NA	NA	NA
Ptcra	0	NA	NA	NA	NA	NA
Ptdss1	24.64902022	-0.128717187	0.38342443	-0.335704188	0.737093948	NA
Ptdss2	16.48183663	0.502744326	0.508124529	0.989411644	0.32246178	NA
Pter	1.871405316	0.022164527	0.696559227	0.031820018	0.974615583	NA
Ptf1a	0	NA	NA	NA	NA	NA
Ptgdr	0	NA	NA	NA	NA	NA
Ptgds	0	NA	NA	NA	NA	NA
Ptger1	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
Ptger2	0.367745085	-0.361254473	0.447203752	-0.807807338	0.4192015	NA
Ptger3	0	NA	NA	NA	NA	NA
Ptger4	0	NA	NA	NA	NA	NA
Ptges	0	NA	NA	NA	NA	NA
Ptges2	11.96778773	-1.485647885	0.569905633	-2.606831375	0.009138435	NA
Ptgfr	0	NA	NA	NA	NA	NA
Ptgfrn	0	NA	NA	NA	NA	NA
Ptgir	0	NA	NA	NA	NA	NA
Ptgis	0	NA	NA	NA	NA	NA
Ptgr1	20.91158011	-0.223169499	0.487878588	-0.457428352	0.647363189	NA
Ptgr2	9.444266367	0.022535962	0.630984152	0.035715575	0.971509152	NA
Ptgs1	0.367745085	-0.361254473	0.447203752	-0.807807338	0.4192015	NA
Ptgs2	0	NA	NA	NA	NA	NA
Pth	0	NA	NA	NA	NA	NA
Pth1r	0	NA	NA	NA	NA	NA
Pth2	0	NA	NA	NA	NA	NA
Pth2r	0	NA	NA	NA	NA	NA
Pthlh	0	NA	NA	NA	NA	NA
Ptk2	5.670199455	-0.281075414	0.652915578	-0.430492736	0.666837249	NA
Ptk6	0	NA	NA	NA	NA	NA
Ptk7	0	NA	NA	NA	NA	NA
Ptms	1.520890997	0.130381574	0.691320692	0.188597818	0.850408043	NA
Ptn	0	NA	NA	NA	NA	NA
Ptov1	1.414522069	-0.414277782	0.689169041	-0.601126512	0.547755726	NA
Ptp4a1	3.362421772	0.193489758	0.674891634	0.28669752	0.774343937	NA
Ptpdc1	0.452860738	-0.430385324	0.478189671	-0.900030575	0.36810398	NA
Ptpla	0	NA	NA	NA	NA	NA
Ptplad1	11.16896804	0.601955925	0.580608634	1.036767091	0.299844416	NA
Ptplad2	0.389835734	0.1675942	0.472098207	0.354998593	0.722590645	NA
Ptplb	1.753005848	0.645869927	0.690588969	0.935245068	0.349662017	NA
Ptpmt1	11.8381663	0.759405994	0.55854564	1.359613144	0.173952376	NA
Ptpn11	15.49038888	0.177689561	0.454660971	0.390817712	0.695931982	NA
Ptpn12	7.762373132	-0.377406491	0.597373276	-0.631776656	0.527532829	NA
Ptpn13	0	NA	NA	NA	NA	NA
Ptpn14	0.348360139	0.3563877	0.438446134	0.812842612	0.416308301	NA
Ptpn2	16.82357024	-0.252818075	0.46997739	-0.537936677	0.590620766	NA
Ptpn20	0	NA	NA	NA	NA	NA
Ptpn21	0.296761765	0.046731026	0.431558483	0.108284341	0.913770144	NA
Ptpn22	10.20370618	-0.216420142	0.6237772	-0.346951029	0.728628109	NA
Ptpn23	11.48593605	-0.472797839	0.54725005	-0.863952117	0.387614195	NA
Ptpn3	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
Ptpn4	0	NA	NA	NA	NA	NA
Ptpn5	0	NA	NA	NA	NA	NA
Ptpn9	4.078904592	-0.229562671	0.645685663	-0.35553317	0.7221902	NA
Ptpra	39.39775341	0.457613236	0.358062154	1.278027378	0.201239773	NA
Ptprb	0	NA	NA	NA	NA	NA
Ptprd	0	NA	NA	NA	NA	NA
Ptpre	11.32505287	-0.040617843	0.513695109	-0.079069943	0.93697699	NA
Ptprf	0	NA	NA	NA	NA	NA
Ptprg	0	NA	NA	NA	NA	NA
Ptprh	0	NA	NA	NA	NA	NA
Ptprj	3.716195853	-0.256772361	0.672836174	-0.381626867	0.702738153	NA
Ptprk	0	NA	NA	NA	NA	NA
Ptprm	0	NA	NA	NA	NA	NA
Ptprn	0	NA	NA	NA	NA	NA
Ptprn2	0	NA	NA	NA	NA	NA
Ptpro	0	NA	NA	NA	NA	NA
Ptprq	0	NA	NA	NA	NA	NA
Ptprr	0	NA	NA	NA	NA	NA
Ptprs	0	NA	NA	NA	NA	NA
Ptprt	0	NA	NA	NA	NA	NA
Ptpru	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Ptprv	3.14041773	0.159385077	0.694412629	0.229525027	0.818460871	NA
Ptprz1	0	NA	NA	NA	NA	NA
Ptrf	0	NA	NA	NA	NA	NA
Ptrh1	2.508294698	0.382415887	0.685870076	0.55756316	0.577142719	NA
Ptrh2	21.75308886	0.032222969	0.392248912	0.082149287	0.934528	NA
Pts	5.452728394	0.227625771	0.614369096	0.370503289	0.711007526	NA
Pttg1	9.691732475	0.408198937	0.556106395	0.734030288	0.462930279	NA
Pttg1ip	21.56117014	0.360126443	0.466776682	0.771517639	0.440400171	NA
Ptx3	0	NA	NA	NA	NA	NA
Pum1	13.38778914	1.245502358	0.464001173	2.68426554	0.007268935	NA
Pura	28.71025688	0.563877148	0.39459471	1.429003313	0.153003281	NA
Purb	4.114258008	1.322337278	0.670744898	1.9714459	0.048672895	NA
Purg	0.594175454	-0.639090779	0.551506132	-1.158809924	0.246533671	NA
Pus1	26.90911371	-0.094682066	0.349723449	-0.270734108	0.786595542	NA
Pus10	12.78913462	0.976601891	0.470503487	2.075652824	0.037926072	NA
Pus3	9.178643935	0.249613866	0.589109539	0.423713842	0.671774519	NA
Pus7	2.957500314	1.054538987	0.698694436	1.509299248	0.131222327	NA
Pus7l	5.397592784	1.08192144	0.638186868	1.695305081	0.090017561	NA
Pusl1	10.50777922	-0.592899799	0.561870721	-1.055224587	0.291322622	NA
Pvalb	0	NA	NA	NA	NA	NA
Pvr	1.441051375	0.088971352	0.678035974	0.131219221	0.895601891	NA
Pvrl1	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Pvrl2	0.619891315	0.362773464	0.538253744	0.67398224	0.500322605	NA
Pvrl3	0	NA	NA	NA	NA	NA
Pvrl4	0.796535642	-0.666444574	0.556007518	-1.198625113	0.230673749	NA
Pvt1	10.3631753	-0.978302416	0.540906019	-1.808636587	0.070507481	NA
Pwp1	28.84936616	0.248213942	0.407339078	0.609354601	0.542289423	NA
Pwp2	17.5514957	0.155358263	0.521401779	0.297962663	0.765731661	NA
Pwwp2a	10.19748868	-0.22175296	0.515241785	-0.430386213	0.666914723	NA
Pwwp2b	0	NA	NA	NA	NA	NA
Pxdn	0	NA	NA	NA	NA	NA
Pxmp2	2.895674791	0.208661449	0.698900655	0.298556665	0.765278334	NA
Pxmp3	19.40693929	0.190576665	0.410490959	0.464265194	0.642457758	NA
Pxmp4	10.51638579	0.824283309	0.521961974	1.579201838	0.114289769	NA
Pxn	4.135538143	0.323828833	0.697600403	0.464203908	0.642501662	NA
Pxt1	0	NA	NA	NA	NA	NA
Pycr1	0.880356427	-0.054028122	0.647421824	-0.08345119	0.933492786	NA
Pycrl	50.31860146	0.180423405	0.355545504	0.507455173	0.611835482	NA
Pygb	25.0660529	-0.28598078	0.388558396	-0.736004633	0.461727878	NA
Pygl	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
Pygm	0.419993727	0.421774477	0.468252978	0.900740617	0.367726247	NA
Pygo1	0	NA	NA	NA	NA	NA
Pygo2	23.44805938	0.176049246	0.444243638	0.396289852	0.691891213	NA
Pyhin1	52.10996468	0.201272372	0.298576267	0.67410707	0.500243245	NA
Pyroxd1	10.50576866	-0.496100749	0.526644946	-0.942002298	0.346191463	NA
Pyroxd2	0	NA	NA	NA	NA	NA
Pyy	0	NA	NA	NA	NA	NA
Pzp	0	NA	NA	NA	NA	NA
Qk	15.51908527	0.167204866	0.493888511	0.338547794	0.734950416	NA
Qpct	0.202670452	0.226737183	0.362860703	0.624860121	0.532062868	NA
Qpctl	5.117502231	1.286171253	0.694306559	1.852454419	0.063960597	NA
Qprt	0	NA	NA	NA	NA	NA
Qrfp	0.419993727	0.421774477	0.468252978	0.900740617	0.367726247	NA
Qrfpr	0	NA	NA	NA	NA	NA
Qrich2	0	NA	NA	NA	NA	NA
Qrsl1	31.15310334	-0.46672798	0.376791481	-1.238690373	0.215460185	NA
Qser1	2.857146001	-0.665279145	0.696905639	-0.954618685	0.339770565	NA
Qsox1	0.436522426	0.030000591	0.54881137	0.054664667	0.956405619	NA
Qsox2	1.603388769	0.206717083	0.688533473	0.300228081	0.764003187	NA
Qtrt1	11.13621956	0.151722051	0.57506777	0.263833341	0.791908342	NA
Qtrtd1	1.954840226	-0.307519916	0.695825826	-0.441949557	0.658525708	NA
R3hcc1	6.246323944	-0.282720118	0.615834762	-0.459084377	0.646173575	NA
R3hdm1	16.70763755	-0.93363874	0.467029725	-1.999099181	0.045597624	NA
R3hdm2	10.68542214	-0.053237004	0.508681787	-0.104656792	0.916648148	NA
R3hdml	0	NA	NA	NA	NA	NA
R74862	0.958676913	0.079760715	0.669406963	0.119151308	0.905155482	NA
RP23-100C5.8	0	NA	NA	NA	NA	NA
RP23-110D11.1	0	NA	NA	NA	NA	NA
RP23-195K8.6	16.9625345	0.819177404	0.457187966	1.791773769	0.073169212	NA
RP23-233B9.8	14.99990834	0.242056597	0.485673815	0.498393345	0.618206826	NA
RP23-244H7.9	0	NA	NA	NA	NA	NA
RP23-269N23.3	1.075073453	-0.284932568	0.665373122	-0.428229753	0.668483856	NA
RP23-303F24.3	0.636739421	-0.497920513	0.601726772	-0.827486055	0.407961623	NA
RP23-330D3.5	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
RP23-331L12.8	0	NA	NA	NA	NA	NA
RP23-336F11.32	0	NA	NA	NA	NA	NA
RP23-394O9.3	0	NA	NA	NA	NA	NA
RP23-433P19.11	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
RP23-480B19.10	39.44955578	1.631731378	0.363433826	4.489761997	7.13E-06	NA
Rab1	39.93571075	0.133077983	0.303246822	0.438843785	0.660774732	NA
Rab11fip1	1.778960482	-0.751227398	0.675759753	-1.111678218	0.266276528	NA
Rab11fip2	0.965366651	0.800171526	0.64652944	1.237641284	0.215849099	NA
Rab11fip3	5.29587319	1.130956212	0.667589456	1.694089387	0.090248299	NA
Rab11fip4	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
Rab11fip5	0	NA	NA	NA	NA	NA
Rab12	2.443686591	-0.348344565	0.698927278	-0.498398869	0.618202933	NA
Rab13	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Rab15	0	NA	NA	NA	NA	NA
Rab17	0	NA	NA	NA	NA	NA
Rab18	9.576332963	-0.140244467	0.543148151	-0.258206655	0.796247422	NA
Rab19	13.86935463	-0.344828023	0.49422566	-0.697713719	0.485356247	NA
Rab20	6.906383443	-0.177930211	0.623525791	-0.285361429	0.775367254	NA
Rab21	25.78660942	0.156836488	0.396103034	0.395948718	0.69214286	NA
Rab22a	6.636110734	-0.186524108	0.645219034	-0.289086494	0.772515189	NA
Rab23	5.867773367	1.617844759	0.635991888	2.543813515	0.010964961	NA
Rab24	12.60571516	-0.121226463	0.518017158	-0.234020169	0.814969321	NA
Rab25	1.13202296	0.889071191	0.599510872	1.482994276	0.138075932	NA
Rab26	0.861659692	0.704101139	0.634841641	1.109097282	0.267388217	NA
Rab27a	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
Rab27b	0	NA	NA	NA	NA	NA
Rab28	2.646755028	1.023214334	0.698944288	1.463942622	0.143209626	NA
Rab2a	41.08060918	0.263417099	0.373343516	0.705562271	0.480460394	NA
Rab2b	5.453395617	0.378164924	0.633143119	0.597281899	0.550319187	NA
Rab31	3.36287264	-1.572348012	0.692202084	-2.271515859	0.023115768	NA
Rab32	3.219034502	0.100597554	0.685785214	0.146689593	0.883377033	NA
Rab33a	0	NA	NA	NA	NA	NA
Rab33b	3.01233156	0.673531942	0.694300902	0.970086513	0.332003371	NA
Rab34	0	NA	NA	NA	NA	NA
Rab36	0	NA	NA	NA	NA	NA
Rab37	0.765371106	-0.30752268	0.591181443	-0.520183242	0.602935864	NA
Rab38	0	NA	NA	NA	NA	NA
Rab39	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Rab39b	0.298700866	-0.305499999	0.417987575	-0.730882967	0.464850641	NA
Rab3a	2.487135177	0.154515705	0.690836182	0.223664754	0.823018173	NA
Rab3b	0	NA	NA	NA	NA	NA
Rab3c	0	NA	NA	NA	NA	NA
Rab3d	1.467944746	0.160606529	0.648920807	0.247497887	0.804522926	NA
Rab3gap1	11.36186156	-0.553155221	0.54080107	-1.02284417	0.30638153	NA
Rab3gap2	3.953637603	0.032964419	0.663949695	0.04964897	0.960402122	NA
Rab3il1	0	NA	NA	NA	NA	NA
Rab3ip	29.50230545	-0.115681078	0.417906083	-0.276811186	0.781925091	NA
Rab40b	0	NA	NA	NA	NA	NA
Rab40c	17.93533295	-1.273676411	0.489907185	-2.599832073	0.009326939	NA
Rab42	0	NA	NA	NA	NA	NA
Rab43	22.26760333	-0.038309816	0.449526405	-0.085222616	0.932084411	NA
Rab44	1.003995223	0.996016703	0.619605622	1.607501074	0.107944494	NA
Rab4a	0	NA	NA	NA	NA	NA
Rab5a	11.71027724	0.151141966	0.49906532	0.302850068	0.762004125	NA
Rab5b	7.125292861	-0.476354208	0.596773383	-0.798216243	0.424745013	NA
Rab5c	20.05807585	-0.100039794	0.414922529	-0.241104752	0.80947393	NA
Rab6	12.52061849	0.273810308	0.500157622	0.547448036	0.584070961	NA
Rab6b	1.820224708	-0.474445677	0.678814025	-0.698933228	0.484593761	NA
Rab7	18.33511759	-0.071353343	0.40752744	-0.175088439	0.861010142	NA
Rab7l1	18.25458837	-0.238525278	0.452646162	-0.526957472	0.598223121	NA
Rab8a	26.12718437	-0.078158995	0.406899583	-0.192084234	0.847676224	NA
Rab8b	16.11372774	-0.334839082	0.447594054	-0.748086528	0.454407967	NA
Rab9	41.9035098	-0.280307189	0.361866561	-0.774614788	0.438567316	NA
Rab9b	0	NA	NA	NA	NA	NA
Rabep1	9.753271354	0.093303678	0.549729618	0.16972649	0.865225241	NA
Rabepk	26.52596988	-0.611254941	0.398812194	-1.532688695	0.125352576	NA
Rabgap1	0.647697568	0.023300761	0.599033559	0.038897255	0.968972305	NA
Rabgap1l	44.29095428	0.243382855	0.305227051	0.797382977	0.425228643	NA
Rabgef1	5.644161261	-0.296648632	0.635605931	-0.466717848	0.640701758	NA
Rabggta	22.94098494	0.526748555	0.473578714	1.112272448	0.266021026	NA
Rabggtb	8.6165288	-0.315058702	0.551431517	-0.571346926	0.567764498	NA
Rabif	10.68365502	-0.426429047	0.521260563	-0.818072721	0.413315665	NA
Rabl2a	0.657285342	-0.452424486	0.578445234	-0.782138843	0.434132981	NA
Rabl3	3.965115687	-0.200632541	0.60224361	-0.333141835	0.739027221	NA
Rabl4	29.30291133	0.100155303	0.410814011	0.243797194	0.807387894	NA
Rac3	0.251560658	0.273405162	0.39313412	0.695450097	0.486773275	NA
Rad1	16.69877098	-0.9441525	0.444384431	-2.124630013	0.033617497	NA
Rad17	31.04317282	-0.122958871	0.354510718	-0.346841054	0.728710733	NA
Rad18	2.690546425	0.657590233	0.698631791	0.94125438	0.346574515	NA
Rad23a	0.821920973	0.06895211	0.5948288	0.115919252	0.907716538	NA
Rad23b	14.21347636	0.128438462	0.501715787	0.255998447	0.797952037	NA
Rad50	26.35579473	0.226469538	0.373812514	0.605837229	0.544622845	NA
Rad51ap1	50.08960208	-0.362639448	0.286710042	-1.26482995	0.205932293	NA
Rad51ap2	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Rad51c	8.531956927	-0.551961653	0.548740701	-1.005869716	0.314478246	NA
Rad51l1	2.744113983	0.350259661	0.69839925	0.501517808	0.616006748	NA
Rad51l3	18.23205254	-0.025154309	0.49798851	-0.050511826	0.959714525	NA
Rad52	11.90919684	0.139321405	0.525024606	0.265361668	0.790730862	NA
Rad54b	15.96488261	-0.212329153	0.427705307	-0.496437968	0.619585443	NA
Rad54l	34.91629085	0.352844205	0.331395578	1.064722127	0.287001694	NA
Rad54l2	2.463182868	1.480099258	0.699017518	2.117399378	0.034225967	NA
Rad9	30.53310703	-0.556193356	0.334675848	-1.661886747	0.096535484	NA
Rad9b	0.506676131	0.49910181	0.498460543	1.001286497	0.316688319	NA
Radil	0	NA	NA	NA	NA	NA
Rae1	31.41283067	-0.48854032	0.418576899	-1.16714592	0.243151446	NA
Raet1d	0.949584786	-0.36231221	0.615855562	-0.588307117	0.556326169	NA
Raet1e	4.240546332	0.103639038	0.654174196	0.158427279	0.874120119	NA
Raf1	25.28031074	0.156109359	0.424703597	0.36757249	0.713192031	NA
Rag1	8.439592169	0.579213257	0.680421402	0.85125667	0.394626789	NA
Rag1ap1	49.37438237	0.242962454	0.282585329	0.859784387	0.389907907	NA
Rag2	0	NA	NA	NA	NA	NA
Rai1	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
Rai12	51.60689541	-0.090837054	0.338867592	-0.268060613	0.788652663	NA
Rai14	0	NA	NA	NA	NA	NA
Rai2	0	NA	NA	NA	NA	NA
Rala	12.61639153	-0.073795418	0.500290207	-0.147505223	0.882733258	NA
Ralb	0.625020736	0.166600054	0.535992575	0.310825302	0.755933434	NA
Ralgapa1	10.45308518	-0.087832132	0.535672964	-0.16396596	0.869757941	NA
Ralgapa2	1.466781803	1.110172401	0.675619151	1.643192616	0.100343087	NA
Ralgapb	34.40379456	0.026749221	0.312246484	0.085667004	0.931731132	NA
Ralgds	29.79503329	-0.857440284	0.36474148	-2.350816485	0.01873227	NA
Ralgps1	0.632380125	0.351500113	0.537101008	0.654439496	0.512828696	NA
